CustomerID,num_days,num_transactions,num_units,spent_money,avg_order_value,profit_margin
12939.0,270,47,4876,11581.800000000001,246.4212765957447,579.09
12940.0,33,99,411,913.54,9.227676767676767,45.677
12942.0,234,75,203,683.9000000000001,9.118666666666668,34.19500000000001
12944.0,319,30,289,604.5099999999999,20.15033333333333,30.225499999999997
12945.0,0,23,165,462.95000000000005,20.12826086956522,23.147500000000004
12947.0,229,97,1165,1603.99,16.535979381443298,80.1995
12948.0,248,116,1080,2064.95,17.801293103448273,103.2475
12949.0,221,215,2381,4167.22,19.382418604651164,208.36100000000002
12950.0,21,23,1380,1843.0,80.1304347826087,92.15
12951.0,322,63,503,1064.07,16.89,53.2035
12952.0,72,79,653,1387.79,17.566962025316457,69.3895
12953.0,0,17,84,329.85,19.40294117647059,16.492500000000003
12955.0,266,180,3664,4757.160000000001,26.428666666666672,237.85800000000006
12956.0,0,19,34,108.07,5.687894736842105,5.4035
12957.0,329,238,2549,4017.54,16.880420168067225,200.877
12962.0,106,16,129,266.39,16.649375,13.3195
12963.0,357,95,881,1856.63,19.54347368421053,92.8315
12965.0,0,109,283,771.91,7.081743119266055,38.5955
12966.0,0,10,75,160.18,16.018,8.009
12967.0,13,19,438,1660.9,87.41578947368421,83.04500000000002
12968.0,0,5,73,135.95,27.189999999999998,6.797499999999999
12970.0,315,151,310,452.24000000000007,2.994966887417219,22.612000000000005
12971.0,368,305,9289,11189.91,36.68822950819672,559.4955
12974.0,0,8,24,144.8,18.1,7.240000000000001
12976.0,0,22,561,738.6,33.57272727272727,36.93
12977.0,0,9,12,39.24,4.36,1.9620000000000002
12980.0,200,20,886,7374.9,368.745,368.745
12981.0,103,20,242,372.2199999999999,18.610999999999997,18.610999999999997
12982.0,0,28,288,390.53999999999996,13.947857142857142,19.527
12984.0,0,4,26,97.5,24.375,4.875
12985.0,27,76,1533,1239.3799999999999,16.307631578947365,61.968999999999994
12987.0,124,28,219,558.7,19.95357142857143,27.935000000000002
12988.0,0,92,136,535.3200000000002,5.818695652173915,26.76600000000001
12989.0,361,64,2943,6924.110000000001,108.18921875000001,346.20550000000003
12990.0,278,13,200,409.5000000000001,31.500000000000007,20.47500000000001
12991.0,89,31,405,503.76000000000005,16.250322580645165,25.188000000000002
12993.0,275,27,240,414.75999999999993,15.361481481481478,20.738
12994.0,264,61,459,974.42,15.974098360655738,48.721000000000004
12995.0,0,3,108,211.32,70.44,10.566
12997.0,294,59,664,1226.89,20.794745762711866,61.34450000000001
12999.0,49,28,342,455.88,16.28142857142857,22.794
13000.0,258,31,379,534.8500000000001,17.253225806451617,26.742500000000007
13001.0,322,339,5505,9818.82,28.964070796460177,490.94100000000003
13002.0,0,7,73,120.94999999999999,17.27857142857143,6.047499999999999
13003.0,109,6,103,149.05,24.84166666666667,7.452500000000001
13004.0,346,404,4822,5655.91,13.999777227722772,282.7955
13005.0,72,26,172,513.6999999999999,19.757692307692306,25.685
13006.0,0,4,55,81.57,20.3925,4.0785
13008.0,0,14,175,229.47000000000003,16.39071428571429,11.473500000000001
13011.0,0,3,13,50.550000000000004,16.85,2.5275000000000003
13012.0,285,89,824,1661.8400000000001,18.6723595505618,83.09200000000001
13013.0,370,219,2224,4810.94,21.967762557077624,240.547
13014.0,270,110,907,3466.2799999999997,31.511636363636363,173.314
13015.0,195,176,1617,3346.2799999999997,19.012954545454544,167.314
13016.0,49,47,527,789.8899999999999,16.806170212765956,39.494499999999995
13017.0,0,1,48,204.0,204.0,10.200000000000001
13018.0,279,458,5435,7277.700000000001,15.890174672489085,363.88500000000005
13021.0,354,131,1352,2616.38,19.97236641221374,130.81900000000002
13023.0,65,40,286,689.9000000000001,17.247500000000002,34.495000000000005
13026.0,274,40,1620,975.36,24.384,48.768
13027.0,240,26,17280,6912.0,265.84615384615387,345.6
13028.0,22,45,798,661.3200000000002,14.696000000000003,33.06600000000001
13029.0,322,10,134,1247.5,124.75,62.375
13030.0,356,99,394,799.4800000000001,8.075555555555557,39.97400000000001
13032.0,34,71,375,1010.1800000000002,14.227887323943664,50.509000000000015
13033.0,0,11,83,190.54999999999998,17.32272727272727,9.5275
13034.0,314,37,369,642.7700000000001,17.372162162162166,32.13850000000001
13035.0,186,27,644,921.88,34.1437037037037,46.094
13037.0,118,48,431,881.07,18.355625,44.05350000000001
13038.0,210,28,360,908.46,32.445,45.423
13040.0,24,43,355,676.99,15.743953488372092,33.8495
13043.0,0,13,254,516.4200000000001,39.72461538461539,25.821000000000005
13044.0,0,33,429,560.47,16.983939393939394,28.023500000000002
13045.0,0,18,221,305.28,16.959999999999997,15.264
13046.0,235,35,264,629.31,17.980285714285714,31.4655
13047.0,342,172,1391,3237.54,18.822906976744186,161.877
13048.0,312,136,1238,1835.9099999999999,13.499338235294116,91.7955
13049.0,253,14,268,656.6800000000002,46.905714285714296,32.83400000000001
13050.0,351,403,3748,5836.860000000001,14.483523573200994,291.843
13052.0,0,18,222,348.15000000000003,19.34166666666667,17.407500000000002
13055.0,135,76,894,1214.41,15.979078947368421,60.72050000000001
13058.0,127,8,52,271.4,33.925,13.57
13059.0,0,8,35,183.4,22.925,9.17
13060.0,0,15,123,307.53000000000003,20.502000000000002,15.376500000000002
13061.0,0,10,107,248.61,24.861,12.430500000000002
13062.0,0,11,343,346.98,31.543636363636367,17.349
13064.0,314,69,516,1119.4900000000002,16.224492753623192,55.97450000000001
13065.0,0,14,74,205.85999999999999,14.704285714285714,10.293
13066.0,7,48,322,470.79999999999995,9.808333333333332,23.54
13067.0,0,15,32,115.46000000000001,7.697333333333334,5.773000000000001
13068.0,309,2,200,344.0,172.0,17.2
13069.0,368,425,5885,4436.12,10.437929411764706,221.806
13070.0,0,9,110,228.8,25.422222222222224,11.440000000000001
13072.0,0,7,69,177.14999999999998,25.307142857142853,8.8575
13075.0,0,22,485,919.6100000000001,41.80045454545455,45.980500000000006
13077.0,365,112,863,729.2700000000001,6.511339285714286,36.4635
13078.0,363,358,5630,12627.939999999999,35.27357541899441,631.3969999999999
13079.0,136,6,62,220.09999999999997,36.68333333333333,11.004999999999999
13080.0,0,6,120,58.08,9.68,2.904
13081.0,359,1028,19160,28337.379999999997,27.56554474708171,1416.869
13082.0,212,73,4324,3613.6299999999997,49.501780821917805,180.6815
13083.0,71,18,187,303.75,16.875,15.1875
13085.0,137,22,216,416.08000000000004,18.912727272727274,20.804000000000002
13089.0,366,1818,31070,58825.83,32.35744224422442,2941.2915000000003
13090.0,364,155,2263,8910.819999999998,57.48916129032256,445.54099999999994
13091.0,0,21,466,345.82000000000005,16.46761904761905,17.291000000000004
13092.0,288,25,279,477.83000000000004,19.113200000000003,23.891500000000004
13093.0,97,159,3961,7832.470000000001,49.2608176100629,391.6235000000001
13094.0,347,24,1716,1927.3200000000002,80.305,96.36600000000001
13095.0,0,6,144,74.4,12.4,3.7200000000000006
13097.0,327,423,2363,6010.419999999999,14.209030732860517,300.52099999999996
13098.0,316,572,15968,28882.44,50.49377622377622,1444.122
13099.0,0,1,288,207.35999999999999,207.35999999999999,10.368
13101.0,0,8,113,101.19,12.64875,5.0595
13102.0,363,304,4204,6424.089999999999,21.131874999999997,321.2045
13103.0,0,8,82,243.94,30.4925,12.197000000000001
13104.0,351,20,504,1098.48,54.924,54.92400000000001
13106.0,0,1,18,76.5,76.5,3.825
13107.0,289,58,1293,1531.6200000000003,26.40724137931035,76.58100000000002
13108.0,0,10,298,350.05999999999995,35.00599999999999,17.502999999999997
13109.0,97,47,520,786.54,16.734893617021275,39.327
13110.0,279,145,388,1488.67,10.266689655172414,74.43350000000001
13113.0,365,201,3050,12245.96,60.92517412935323,612.298
13115.0,172,120,1567,2294.7799999999997,19.123166666666666,114.73899999999999
13116.0,0,30,291,501.14,16.704666666666665,25.057000000000002
13117.0,350,76,945,984.9100000000001,12.95934210526316,49.24550000000001
13118.0,269,79,410,1197.81,15.162151898734177,59.8905
13120.0,0,1,12,30.599999999999998,30.599999999999998,1.53
13121.0,0,50,252,283.72999999999996,5.674599999999999,14.186499999999999
13122.0,146,55,585,922.39,16.77072727272727,46.1195
13124.0,269,235,2147,3866.33,16.452468085106382,193.31650000000002
13126.0,361,140,2143,2099.64,14.997428571428571,104.982
13127.0,0,15,127,259.16999999999996,17.278,12.958499999999999
13130.0,0,2,32,64.0,32.0,3.2
13131.0,164,44,447,1073.2999999999997,24.393181818181812,53.66499999999999
13132.0,0,3,20,77.3,25.766666666666666,3.865
13133.0,30,7,32,109.80000000000001,15.685714285714287,5.490000000000001
13134.0,154,98,1059,1793.5800000000002,18.30183673469388,89.67900000000002
13135.0,0,1,4300,3096.0,3096.0,154.8
13136.0,156,127,1328,2607.6099999999997,20.532362204724407,130.38049999999998
13137.0,298,704,2226,3650.41,5.185241477272727,182.5205
13138.0,350,63,473,962.39,15.276031746031746,48.1195
13139.0,243,170,2425,5064.9400000000005,29.793764705882356,253.24700000000004
13140.0,258,46,186,423.72,9.211304347826088,21.186000000000003
13141.0,230,135,1548,2388.75,17.694444444444443,119.4375
13142.0,0,23,258,307.0899999999999,13.35173913043478,15.354499999999996
13144.0,0,3,21,110.94999999999999,36.98333333333333,5.547499999999999
13145.0,332,6,145,618.52,103.08666666666666,30.926000000000002
13146.0,0,17,154,228.91,13.465294117647058,11.445500000000001
13147.0,89,4,144,712.8000000000001,178.20000000000002,35.64000000000001
13148.0,335,319,1975,3707.12,11.621065830721003,185.356
13149.0,274,86,1280,1676.0600000000002,19.489069767441862,83.80300000000001
13151.0,0,74,363,1257.8700000000003,16.998243243243248,62.89350000000002
13153.0,0,15,418,486.22,32.41466666666667,24.311000000000003
13155.0,335,85,497,971.7600000000002,11.432470588235297,48.588000000000015
13157.0,248,87,1439,1741.2199999999998,20.014022988505744,87.06099999999999
13158.0,224,79,784,1201.06,15.203291139240505,60.053
13159.0,106,121,1059,1437.85,11.883057851239668,71.8925
13160.0,0,4,56,91.8,22.95,4.59
13161.0,0,8,29,112.75,14.09375,5.6375
13162.0,212,79,1713,1688.2899999999997,21.37075949367088,84.41449999999999
13165.0,305,42,1376,1021.48,24.32095238095238,51.074000000000005
13166.0,0,41,216,417.20000000000005,10.175609756097563,20.860000000000003
13167.0,125,65,785,791.3299999999999,12.174307692307691,39.5665
13168.0,281,131,682,1319.19,10.070152671755725,65.9595
13169.0,188,13,272,712.88,54.83692307692308,35.644
13170.0,0,32,147,116.00999999999999,3.6253124999999997,5.8004999999999995
13171.0,277,46,229,468.40999999999997,10.18282608695652,23.4205
13173.0,363,43,277,353.65000000000003,8.224418604651163,17.6825
13174.0,352,314,1395,2817.0299999999997,8.971433121019107,140.8515
13176.0,0,72,453,492.84000000000003,6.845000000000001,24.642000000000003
13177.0,0,17,91,282.45,16.61470588235294,14.1225
13178.0,334,265,3570,5725.469999999999,21.605547169811317,286.27349999999996
13182.0,0,11,201,121.18,11.016363636363637,6.059000000000001
13183.0,326,94,2208,3957.7800000000007,42.1040425531915,197.88900000000004
13184.0,275,181,1692,1701.29,9.39939226519337,85.06450000000001
13185.0,0,1,12,71.4,71.4,3.5700000000000003
13186.0,89,79,820,1575.89,19.947974683544306,78.79450000000001
13187.0,0,37,95,236.01999999999998,6.378918918918918,11.801
13188.0,0,2,25,114.60000000000001,57.300000000000004,5.73
13189.0,96,29,842,260.67999999999995,8.988965517241377,13.033999999999999
13192.0,109,63,595,911.9400000000002,14.475238095238097,45.59700000000001
13193.0,0,29,50,117.88000000000001,4.0648275862068965,5.894000000000001
13194.0,0,3,26,60.7,20.233333333333334,3.035
13196.0,250,110,1224,1797.78,16.343454545454545,89.88900000000001
13198.0,351,226,2648,3401.24,15.049734513274336,170.062
13199.0,363,119,6176,9817.119999999999,82.49680672268907,490.856
13200.0,107,46,516,870.0900000000001,18.915000000000003,43.50450000000001
13203.0,232,57,800,869.4599999999999,15.253684210526314,43.473
13207.0,135,8,130,250.26000000000002,31.282500000000002,12.513000000000002
13208.0,250,149,804,1223.9,8.214093959731544,61.19500000000001
13209.0,331,321,4253,5891.61,18.35392523364486,294.5805
13210.0,0,22,316,353.48,16.067272727272726,17.674000000000003
13211.0,350,56,874,1197.42,21.3825,59.87100000000001
13212.0,41,142,310,788.0799999999999,5.549859154929577,39.403999999999996
13213.0,142,90,1360,1520.58,16.895333333333333,76.029
13216.0,0,5,297,333.74,66.748,16.687
13217.0,34,4,262,533.98,133.495,26.699
13218.0,0,5,88,62.64,12.528,3.132
13220.0,158,21,196,819.29,39.01380952380952,40.9645
13221.0,119,66,244,847.4100000000001,12.839545454545457,42.37050000000001
13223.0,31,5,88,163.20000000000002,32.64,8.160000000000002
13224.0,91,108,1518,2155.9499999999994,19.962499999999995,107.79749999999997
13225.0,358,32,3416,6463.84,201.995,323.192
13226.0,0,16,80,108.21,6.763125,5.4105
13227.0,0,9,99,257.7,28.633333333333333,12.885
13228.0,0,2,200,358.0,179.0,17.900000000000002
13229.0,0,10,63,160.95,16.095,8.0475
13230.0,360,611,1665,2806.9700000000003,4.594058919803601,140.34850000000003
13232.0,230,207,778,1357.6000000000001,6.558454106280194,67.88000000000001
13233.0,261,43,1004,605.1199999999999,14.07255813953488,30.255999999999997
13235.0,0,58,441,1031.0700000000002,17.777068965517245,51.553500000000014
13236.0,82,36,416,744.85,20.69027777777778,37.2425
13238.0,343,31,298,700.7299999999999,22.604193548387094,35.0365
13239.0,0,22,363,329.56,14.98,16.478
13240.0,269,67,298,663.6500000000001,9.905223880597017,33.182500000000005
13242.0,101,13,130,270.40000000000003,20.800000000000004,13.520000000000003
13243.0,0,58,233,600.0700000000002,10.346034482758624,30.00350000000001
13244.0,0,27,38,121.74,4.5088888888888885,6.087
13245.0,0,16,125,430.5,26.90625,21.525000000000002
13246.0,312,141,1602,1987.3,14.094326241134752,99.36500000000001
13247.0,64,25,328,501.11999999999995,20.0448,25.055999999999997
13248.0,64,26,305,465.67999999999995,17.91076923076923,23.284
13249.0,168,23,546,711.41,30.93086956521739,35.5705
13253.0,182,36,1572,1030.3999999999999,28.62222222222222,51.519999999999996
13255.0,364,13,177,399.51,30.73153846153846,19.9755
13256.0,0,1,12540,0.0,0.0,0.0
13258.0,193,38,287,698.5799999999999,18.383684210526315,34.928999999999995
13259.0,0,87,132,292.31999999999994,3.3599999999999994,14.615999999999998
13260.0,0,8,142,557.62,69.7025,27.881
13261.0,17,9,210,944.1,104.9,47.205000000000005
13262.0,0,11,125,200.29,18.208181818181817,10.0145
13263.0,323,1677,4780,7454.07,4.444883720930233,372.7035
13265.0,220,91,1752,2107.6600000000003,23.161098901098903,105.38300000000002
13266.0,245,187,4428,3834.26,20.504064171122995,191.71300000000002
13267.0,364,211,1969,4521.49,21.428862559241704,226.0745
13268.0,249,440,3658,3214.69,7.306113636363636,160.73450000000003
13269.0,368,316,3514,5346.23,16.918449367088606,267.31149999999997
13270.0,0,1,200,590.0,590.0,29.5
13271.0,0,96,253,217.38,2.264375,10.869
13272.0,58,15,96,276.56000000000006,18.43733333333334,13.828000000000003
13273.0,0,16,153,138.98,8.68625,6.949
13276.0,36,30,161,590.93,19.697666666666667,29.546499999999998
13277.0,117,8,176,258.4,32.3,12.92
13278.0,0,46,537,542.73,11.798478260869565,27.1365
13279.0,0,9,73,137.75,15.305555555555555,6.8875
13280.0,214,85,522,814.86,9.586588235294117,40.743
13282.0,202,37,307,1132.14,30.59837837837838,56.607000000000006
13283.0,125,7,90,93.66,13.379999999999999,4.683
13284.0,0,13,91,201.19,15.476153846153846,10.0595
13285.0,266,187,2051,2709.1200000000003,14.48727272727273,135.45600000000002
13291.0,0,42,233,361.11,8.597857142857142,18.055500000000002
13292.0,245,31,347,578.9399999999999,18.67548387096774,28.947
13294.0,59,54,453,873.74,16.18037037037037,43.687000000000005
13295.0,0,10,82,201.2,20.119999999999997,10.06
13296.0,0,5,78,87.4,17.48,4.37
13297.0,59,59,963,2089.85,35.421186440677964,104.4925
13298.0,0,2,96,360.0,180.0,18.0
13299.0,0,5,30,142.5,28.5,7.125
13300.0,0,20,203,371.89,18.5945,18.5945
13301.0,188,81,345,618.09,7.630740740740741,30.904500000000002
13302.0,0,1,5,63.75,63.75,3.1875
13304.0,0,21,238,300.41999999999996,14.305714285714284,15.020999999999999
13305.0,368,81,1232,2000.8599999999997,24.70197530864197,100.04299999999999
13307.0,0,1,4,15.0,15.0,0.75
13308.0,180,54,843,1385.51,25.657592592592593,69.27550000000001
13309.0,301,107,1544,1456.79,13.614859813084111,72.8395
13310.0,296,72,587,1132.0300000000002,15.722638888888891,56.601500000000016
13311.0,145,26,305,598.57,23.02192307692308,29.928500000000003
13313.0,317,78,851,1555.32,19.939999999999998,77.766
13314.0,72,62,560,775.94,12.515161290322581,38.797000000000004
13316.0,217,87,6948,5977.7300000000005,68.70954022988506,298.8865
13317.0,292,124,1035,2273.6800000000003,18.336129032258068,113.68400000000003
13318.0,36,20,304,640.7600000000001,32.038000000000004,32.038000000000004
13319.0,360,476,4724,10845.55,22.784768907563024,542.2775
13320.0,135,106,1096,1548.6999999999998,14.610377358490565,77.435
13321.0,14,11,372,567.36,51.57818181818182,28.368000000000002
13322.0,0,25,117,199.48,7.9792,9.974
13323.0,81,21,175,787.8499999999999,37.516666666666666,39.3925
13324.0,324,75,5205,7121.95,94.95933333333333,356.0975
13325.0,0,12,240,675.3,56.275,33.765
13327.0,326,108,1600,3627.77,33.59046296296296,181.38850000000002
13328.0,0,17,680,1308.48,76.96941176470588,65.424
13329.0,335,17,463,789.0,46.411764705882355,39.45
13330.0,223,53,751,1140.93,21.526981132075473,57.04650000000001
13332.0,0,21,179,350.9,16.70952380952381,17.544999999999998
13334.0,223,268,1774,3536.8200000000006,13.197089552238808,176.84100000000004
13336.0,0,51,559,795.1200000000001,15.59058823529412,39.75600000000001
13338.0,0,19,256,487.02000000000004,25.63263157894737,24.351000000000003
13339.0,0,54,326,860.12,15.928148148148148,43.006
13340.0,231,134,5770,10736.48,80.12298507462687,536.824
13341.0,0,42,301,775.8499999999999,18.472619047619045,38.7925
13343.0,0,19,135,353.43,18.60157894736842,17.6715
13344.0,209,119,971,2543.7200000000007,21.375798319327735,127.18600000000004
13345.0,0,20,141,389.5,19.475,19.475
13347.0,0,8,205,341.36,42.67,17.068
13348.0,0,14,136,233.76,16.697142857142858,11.688
13349.0,0,16,225,247.32,15.4575,12.366
13350.0,63,40,287,979.12,24.478,48.956
13351.0,0,16,117,373.94,23.37125,18.697
13352.0,0,24,321,397.97999999999996,16.5825,19.899
13354.0,0,51,604,743.5300000000001,14.579019607843138,37.176500000000004
13355.0,0,32,314,674.7,21.084375,33.73500000000001
13356.0,0,42,325,768.2400000000001,18.291428571428575,38.412000000000006
13357.0,0,90,322,609.95,6.777222222222223,30.497500000000002
13358.0,0,29,285,439.03000000000003,15.138965517241381,21.951500000000003
13359.0,0,23,161,439.55999999999995,19.111304347826085,21.977999999999998
13362.0,278,166,1382,3090.7400000000002,18.618915662650604,154.53700000000003
13363.0,26,60,710,992.5,16.541666666666668,49.625
13364.0,0,10,71,134.96,13.496,6.748000000000001
13365.0,184,128,1247,2225.37,17.385703125,111.2685
13366.0,0,1,144,56.160000000000004,56.160000000000004,2.8080000000000003
13368.0,80,29,327,623.4,21.49655172413793,31.17
13369.0,0,14,149,308.28,22.02,15.414
13370.0,0,39,343,754.8700000000001,19.355641025641027,37.743500000000004
13372.0,0,23,159,378.63999999999993,16.46260869565217,18.932
13373.0,215,158,1651,3312.2500000000005,20.96360759493671,165.61250000000004
13375.0,0,37,442,778.65,21.044594594594592,38.932500000000005
13376.0,135,53,493,1019.76,19.240754716981133,50.988
13379.0,110,97,601,572.56,5.902680412371134,28.628
13381.0,267,172,2029,3639.31,21.15877906976744,181.96550000000002
13382.0,0,15,131,222.99,14.866000000000001,11.149500000000002
13384.0,147,152,2422,4151.93,27.315328947368425,207.59650000000002
13385.0,0,35,281,534.5699999999999,15.27342857142857,26.728499999999997
13388.0,0,35,282,677.1,19.345714285714287,33.855000000000004
13389.0,221,51,429,797.9599999999999,15.64627450980392,39.897999999999996
13390.0,0,13,224,544.08,41.8523076923077,27.204000000000004
13391.0,0,1,4,59.8,59.8,2.99
13394.0,308,155,2392,2520.0200000000004,16.258193548387098,126.00100000000003
13395.0,0,21,336,307.71999999999997,14.653333333333332,15.386
13396.0,290,43,600,1360.99,31.65093023255814,68.04950000000001
13397.0,266,38,430,1544.1299999999999,40.635,77.2065
13398.0,0,26,281,457.34000000000003,17.59,22.867000000000004
13402.0,244,39,479,621.2300000000002,15.928974358974365,31.061500000000013
13403.0,0,3,44,75.0,25.0,3.75
13404.0,211,11,111,252.49,22.953636363636363,12.624500000000001
13405.0,243,27,165,572.4509999999999,21.201888888888885,28.622549999999997
13408.0,371,478,16232,28117.04,58.82225941422595,1405.852
13410.0,267,28,518,1003.0600000000002,35.823571428571434,50.15300000000001
13411.0,0,18,72,213.55,11.863888888888889,10.677500000000002
13414.0,162,24,1574,1390.5,57.9375,69.525
13416.0,37,19,142,712.5,37.5,35.625
13417.0,200,28,162,640.83,22.886785714285715,32.041500000000006
13418.0,360,304,3918,6127.43,20.156019736842108,306.3715
13419.0,0,16,275,221.06,13.81625,11.053
13420.0,20,8,101,159.85,19.98125,7.9925
13421.0,249,104,1181,1851.08,17.798846153846153,92.554
13422.0,0,127,1326,2626.3,20.67952755905512,131.31500000000003
13425.0,186,78,1123,1624.2100000000003,20.82320512820513,81.21050000000002
13426.0,358,157,2245,3641.3199999999997,23.19312101910828,182.066
13427.0,195,29,545,582.6,20.089655172413792,29.130000000000003
13428.0,0,74,156,218.46999999999997,2.9522972972972967,10.923499999999999
13429.0,64,67,1390,1006.7999999999998,15.026865671641788,50.339999999999996
13430.0,67,49,751,679.4499999999999,13.866326530612243,33.9725
13431.0,21,46,672,1269.1,27.589130434782607,63.455
13434.0,22,10,300,534.24,53.424,26.712000000000003
13435.0,183,101,2129,3809.89,37.72168316831683,190.49450000000002
13436.0,0,12,76,196.88999999999996,16.407499999999995,9.844499999999998
13437.0,175,167,1283,3408.0600000000004,20.40754491017964,170.40300000000002
13439.0,0,54,242,283.71,5.253888888888889,14.1855
13441.0,0,13,204,296.64000000000004,22.81846153846154,14.832000000000003
13447.0,12,59,584,1129.1400000000003,19.13796610169492,56.45700000000002
13448.0,357,195,1660,3539.3700000000003,18.150615384615385,176.96850000000003
